source,prepared_image,caption
training/Cryspaledramon vpet vb.png,datasets/vpet_lora/train/00126_Cryspaledramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, cryspaledramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Cthyllamon vpet vb.png,datasets/vpet_lora/train/00127_Cthyllamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, cthyllamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Curimon vpet vb.png,datasets/vpet_lora/train/00128_Curimon vpet vb.png,"vpet_style, vpet_left_pose, digimon, curimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Cyberdramon 2010 vpet vb.png,datasets/vpet_lora/train/00129_Cyberdramon 2010 vpet vb.png,"vpet_style, vpet_left_pose, digimon, cyberdramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Cyberdramon vpet vb.png,datasets/vpet_lora/train/00130_Cyberdramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, cyberdramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dagomon vpet vb.png,datasets/vpet_lora/train/00131_Dagomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dagomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Daipenmon vpet vb.png,datasets/vpet_lora/train/00132_Daipenmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, daipenmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Damemon vpet vb.png,datasets/vpet_lora/train/00133_Damemon vpet vb.png,"vpet_style, vpet_left_pose, digimon, damemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Darkdramon vpet vb.png,datasets/vpet_lora/train/00134_Darkdramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, darkdramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Darksuperstarmon vpet vb.png,datasets/vpet_lora/train/00135_Darksuperstarmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, darksuperstarmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Darktyranomon vpet vb.png,datasets/vpet_lora/train/00136_Darktyranomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, darktyranomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Deathmeramon vpet vb.png,datasets/vpet_lora/train/00137_Deathmeramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, deathmeramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Deathmon black vpet vb.png,datasets/vpet_lora/train/00138_Deathmon black vpet vb.png,"vpet_style, vpet_left_pose, digimon, deathmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Deathmon vpet vb.png,datasets/vpet_lora/train/00139_Deathmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, deathmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Deathxdorugamon vpet vb.png,datasets/vpet_lora/train/00140_Deathxdorugamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, deathxdorugamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Deathxdorugoramon vpet vb.png,datasets/vpet_lora/train/00141_Deathxdorugoramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, deathxdorugoramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Deathxdoruguremon vpet vb.png,datasets/vpet_lora/train/00142_Deathxdoruguremon vpet vb.png,"vpet_style, vpet_left_pose, digimon, deathxdoruguremon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Deltamon vpet vb.png,datasets/vpet_lora/train/00143_Deltamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, deltamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Destromon vpet vb.png,datasets/vpet_lora/train/00144_Destromon vpet vb.png,"vpet_style, vpet_left_pose, digimon, destromon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Devidramon vpet vb.png,datasets/vpet_lora/train/00145_Devidramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, devidramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Devimon vpet vb.png,datasets/vpet_lora/train/00146_Devimon vpet vb.png,"vpet_style, vpet_left_pose, digimon, devimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Devitamamon vpet vb.png,datasets/vpet_lora/train/00147_Devitamamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, devitamamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Diablomon raid vpet vb.png,datasets/vpet_lora/train/00148_Diablomon raid vpet vb.png,"vpet_style, vpet_left_pose, digimon, diablomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dianamon vpet vb.png,datasets/vpet_lora/train/00149_Dianamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dianamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Diarbbitmon vpet vb.png,datasets/vpet_lora/train/00150_Diarbbitmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, diarbbitmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Digitamamon vpet vb.png,datasets/vpet_lora/train/00151_Digitamamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, digitamamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Digmon vpet vb.png,datasets/vpet_lora/train/00152_Digmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, digmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dinobeemon vpet vb.png,datasets/vpet_lora/train/00153_Dinobeemon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dinobeemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dinorexmon vpet vb.png,datasets/vpet_lora/train/00154_Dinorexmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dinorexmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dinotigermon vpet vb.png,datasets/vpet_lora/train/00155_Dinotigermon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dinotigermon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Divemon vpet vb.png,datasets/vpet_lora/train/00156_Divemon vpet vb.png,"vpet_style, vpet_left_pose, digimon, divemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dobermon vpet vb.png,datasets/vpet_lora/train/00157_Dobermon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dobermon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dodomon vpet vb.png,datasets/vpet_lora/train/00158_Dodomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dodomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dogmon vpet vb.png,datasets/vpet_lora/train/00159_Dogmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dogmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dokimon vpet vbbe.png,datasets/vpet_lora/train/00160_Dokimon vpet vbbe.png,"vpet_style, vpet_left_pose, digimon, dokimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dokugumon vpet vb.png,datasets/vpet_lora/train/00161_Dokugumon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dokugumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dominimon vpet vb.png,datasets/vpet_lora/train/00162_Dominimon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dominimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Donedevimon vpet vb.png,datasets/vpet_lora/train/00163_Donedevimon vpet vb.png,"vpet_style, vpet_left_pose, digimon, donedevimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dorimon vpet vb.png,datasets/vpet_lora/train/00164_Dorimon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dorimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dorugamon vpet vb.png,datasets/vpet_lora/train/00165_Dorugamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dorugamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dorugoramon vpet vb.png,datasets/vpet_lora/train/00166_Dorugoramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dorugoramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Doruguremon vpet vb.png,datasets/vpet_lora/train/00167_Doruguremon vpet vb.png,"vpet_style, vpet_left_pose, digimon, doruguremon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dorulumon vpet vb.png,datasets/vpet_lora/train/00168_Dorulumon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dorulumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dorumon vpet vb.png,datasets/vpet_lora/train/00169_Dorumon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dorumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Doumon vpet vb.png,datasets/vpet_lora/train/00170_Doumon vpet vb.png,"vpet_style, vpet_left_pose, digimon, doumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dracomon vpet vb.png,datasets/vpet_lora/train/00171_Dracomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dracomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dracumon vpet vb.png,datasets/vpet_lora/train/00172_Dracumon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dracumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Drimogemon vpet vb.png,datasets/vpet_lora/train/00173_Drimogemon vpet vb.png,"vpet_style, vpet_left_pose, digimon, drimogemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dukemon crimson vpet vb.png,datasets/vpet_lora/train/00174_Dukemon crimson vpet vb.png,"vpet_style, vpet_left_pose, digimon, dukemon crimson, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dukemon vpet vb.png,datasets/vpet_lora/train/00175_Dukemon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dukemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dukemonx vpet vb.png,datasets/vpet_lora/train/00176_Dukemonx vpet vb.png,"vpet_style, vpet_left_pose, digimon, dukemonx, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Duramon vpet vb.png,datasets/vpet_lora/train/00177_Duramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, duramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Durandamon vpet vb.png,datasets/vpet_lora/train/00178_Durandamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, durandamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Duskmon vpet vb.png,datasets/vpet_lora/train/00179_Duskmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, duskmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Dynasmon vpet vb.png,datasets/vpet_lora/train/00180_Dynasmon vpet vb.png,"vpet_style, vpet_left_pose, digimon, dynasmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Ebidramon vpet vb.png,datasets/vpet_lora/train/00181_Ebidramon vpet vb.png,"vpet_style, vpet_left_pose, digimon, ebidramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Eosmon perfect vpet vb.png,datasets/vpet_lora/train/00182_Eosmon perfect vpet vb.png,"vpet_style, vpet_left_pose, digimon, eosmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
